,Q1A1,Q1A2,Q2A11,Q2A12,Q2A2,Q2A3,Q3,Q4A1,Q4A2,Q4A3,Q4A4,Q4A5,Q4A6,Q4A7,Q5A1,Q5A2,Q5A3,Q5A4,Q5A5,Q5A6,Q5A7,Q6A1,Q6A2,Q6A3,Q6A4,Q7,Q7A1,Q7A2,Q7A3,Q8A1,Q8A2,Q8A3,Q8A4,Q8B1,Q8B2,Q8B3,Q8B4,Q9A1,Q9A2,Q9A3,Q9A4,Q9A5,Q9B1,Q9B2,Q9B3,Q9B4,Q9B5,Q11A1,Q11A2,Q11B1,Q11B2,Q12A1,Q12A2,Q12B1,Q12B2,Q13A1,Q13A2,Q13A3,Q13A4,Q13B1,Q13B2,Q13B3,Q13B4,Q14A1,Q14A2,Q14A3,Q14A4,Q14B1,Q14B2,Q14B3,Q14B4,Q15,Q15A1,Q15A2,Q15B1,Q15B2,Q15C,Q16A1,Q16A2,Q16A3,Q16A4,Q16A5,Q16A6,Q17A01,Q17A02,Q17A03,Q18A1,Q18A2,Q18A3,Q18A4,Q18A5,Q19A1,Q19A2,Q19A3,Q20A1,Q20A2,Q20A3,Q20A4,Q20A5,Q20A6,Q20A7,Q21A1,Q21A2,Q21A3,Q21A4,Q21A5,Q21A6,Q21A7,Q21A8,Q22A1,Q22A2,Q22A3,Q22A4,Q22A5,ADQ1,ADQ2,ADQ3,ADQ3A,ADQ4,ADQ5,ADQ6,ADQ7,ADQ8,ADQ9,ADQ101,ADQ102,ADQ103,y
6364,2,2,1,0,2,2,1,3,3,3,4,3,3,3,4,4,4,4,4,3,3,2,1,2,3,1,0,28,0,1,1,1,1,3,1,2,2,1,1,1,1,1,2,3,2,1,1,1,1,2,2,1,1,3,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,3,2,1,2,2,2,2,2,2,3,3,2,2,2,3,2,2,2,3,4,3,3,3,4,4,5,5,4,65,1,5,1,2,1,1,1,2,8,13,1,1,2
6365,1,2,1,0,2,2,1,3,3,3,2,3,2,2,3,3,3,3,3,2,2,1,1,1,1,1,10,30,0,2,1,2,1,4,2,4,1,1,1,1,1,1,1,4,2,3,1,1,1,1,1,3,3,4,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,0,0,0,0,0,0,2,3,6,0,0,0,3,3,4,3,3,4,3,3,2,2,2,3,4,3,4,3,3,3,3,2,2,3,3,2,3,2,4,5,5,6,4,69,1,4,1,2,1,1,1,2,6,13,2,2,4
6366,2,2,1,0,2,2,1,2,2,1,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,1,0,30,0,1,1,1,1,3,2,2,2,1,1,1,1,1,2,3,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,2,1,2,2,2,2,1,2,2,3,3,1,2,2,3,2,2,2,3,4,2,3,2,3,4,4,3,4,66,1,5,1,2,1,1,2,2,9,13,1,1,2
6367,2,2,1,0,2,2,1,1,1,1,1,1,1,1,2,2,2,3,2,2,1,2,1,1,1,1,0,25,0,1,1,1,1,3,2,2,1,1,1,1,1,1,2,3,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,3,2,2,2,2,2,1,2,2,3,3,2,1,2,3,2,1,2,2,4,2,3,3,4,3,5,5,4,66,1,14,0,1,1,1,1,2,2,13,1,1,2
6368,1,2,1,0,2,2,1,1,1,1,1,1,1,1,2,3,2,3,1,1,1,2,1,1,3,1,0,25,0,1,1,1,1,3,2,1,1,1,1,1,1,1,2,3,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,3,2,3,2,2,2,2,2,2,3,3,2,2,2,3,3,3,3,3,4,3,3,3,4,4,5,3,4,75,1,6,0,1,1,1,1,2,3,13,2,2,2
6369,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,2,0,0,0,0,0,0,3,4,2,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,2,2,2,3,4,4,3,4,74,1,14,0,1,2,1,1,2,2,13,2,2,3
6370,1,2,1,0,2,2,1,3,3,3,3,3,3,2,4,4,4,4,3,2,2,3,2,2,3,1,10,30,0,3,3,2,2,4,3,3,2,2,2,1,1,2,2,4,1,1,2,2,2,2,3,2,1,3,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,4,3,2,2,2,1,2,2,3,3,3,3,3,4,2,2,2,3,2,3,3,4,4,3,3,2,5,4,6,5,5,70,1,4,1,3,1,1,1,2,9,13,1,1,2
6371,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,3,3,2,1,1,1,1,1,1,0,30,0,1,1,1,1,4,1,3,1,1,1,1,1,1,2,3,1,3,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,4,6,0,0,0,0,3,3,2,3,3,3,4,3,2,2,2,3,3,4,4,3,3,3,3,4,3,3,4,3,3,2,5,5,4,5,4,74,1,14,0,2,1,1,1,2,3,13,2,2,4
6372,2,2,1,0,2,2,1,1,3,1,1,1,1,1,4,2,1,4,2,2,1,3,3,1,1,1,0,30,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,4,4,1,2,1,3,2,1,3,2,1,3,3,3,3,3,2,3,2,4,3,3,4,4,3,2,6,5,7,7,6,57,2,6,0,2,1,2,1,2,10,13,2,2,1
6373,2,2,1,0,2,2,1,2,2,1,2,2,2,2,4,4,2,3,2,2,2,2,2,1,2,1,0,30,0,2,1,1,1,3,2,2,2,2,1,1,2,1,1,4,1,1,2,2,1,2,2,2,1,3,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,2,1,2,2,2,2,1,2,2,3,3,2,1,2,1,2,2,3,3,4,2,3,2,3,4,3,4,4,59,2,11,0,2,1,2,2,2,10,13,1,1,2
6374,1,2,1,0,2,2,1,2,2,2,2,2,1,2,4,4,2,3,2,2,2,3,2,2,2,1,0,30,0,1,1,1,1,3,2,2,1,1,1,1,1,1,2,4,2,2,1,1,1,2,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,2,2,3,2,1,2,2,2,2,3,3,2,2,2,3,2,2,2,3,3,2,2,1,3,4,4,3,4,59,2,5,1,2,1,2,2,2,9,13,1,1,2
6375,2,2,1,0,2,2,1,2,2,1,2,1,1,1,3,3,2,3,2,1,1,2,1,2,2,1,0,30,0,1,1,1,1,3,1,2,2,1,1,1,1,1,2,3,2,1,1,1,1,2,2,1,1,3,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,3,2,2,2,1,2,2,1,2,3,3,2,2,1,3,2,2,2,3,4,2,3,2,3,3,4,4,5,59,2,6,0,1,1,2,1,2,6,13,2,2,2
6376,2,2,1,0,2,2,1,2,2,1,2,1,2,1,3,3,2,3,2,2,2,2,2,2,2,1,0,30,0,1,1,1,1,3,2,2,2,1,1,1,1,1,2,3,2,1,1,1,1,2,2,1,1,3,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,2,2,3,3,2,2,2,2,2,3,2,1,2,2,3,3,2,3,3,4,3,3,2,4,4,5,5,5,56,2,5,1,3,1,2,1,2,4,13,2,2,2
6377,1,1,1,0,2,2,1,4,3,4,3,3,3,3,4,4,3,4,3,2,3,3,3,2,3,1,20,30,0,3,4,2,3,3,3,3,2,2,2,2,2,3,3,4,2,2,3,2,2,3,4,2,2,4,3,2,2,1,2,2,2,2,3,2,1,3,3,2,1,3,4,0,0,0,0,0,0,2,0,0,0,0,0,4,4,2,3,2,4,3,3,3,3,3,3,4,4,3,3,3,4,3,3,4,4,4,4,3,2,5,5,6,5,5,56,*,*,0,4,1,2,2,2,11,*,1,1,4
6378,1,2,1,0,2,2,1,2,2,1,2,2,1,1,3,3,2,3,2,2,2,3,2,2,2,1,2,30,0,2,2,1,1,3,1,2,1,2,2,1,1,1,3,4,2,1,1,1,1,2,2,1,1,3,2,2,1,2,1,2,2,2,1,2,1,1,1,2,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,2,2,2,1,2,2,2,2,2,3,3,2,1,2,3,2,2,2,3,3,3,3,3,4,3,5,4,5,59,2,5,1,2,1,2,1,2,6,13,2,2,2
6379,1,2,1,0,2,2,1,3,3,3,3,3,2,2,4,4,4,4,4,3,3,3,1,1,2,1,3,30,0,2,1,1,1,3,1,4,1,1,1,1,1,1,3,4,1,1,1,1,1,3,2,1,1,3,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,0,0,0,0,0,0,3,4,0,0,0,0,3,3,2,3,4,4,4,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,4,3,4,3,58,2,5,2,3,1,2,1,2,7,13,1,2,3
6380,1,2,1,0,2,2,1,2,2,2,3,2,2,2,3,3,2,3,2,2,2,2,1,1,2,1,0,30,0,2,1,1,1,3,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,3,3,2,3,3,3,3,2,4,4,5,5,4,56,2,4,1,3,1,2,2,2,7,13,1,1,4
6381,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,3,3,2,1,1,1,1,1,1,0,30,0,1,1,1,1,4,1,3,1,1,1,1,1,1,2,4,2,4,1,1,1,2,3,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,2,3,0,0,0,0,3,3,2,3,3,4,3,4,3,4,3,3,3,3,4,4,3,3,2,3,3,4,4,4,3,2,5,4,5,4,3,59,2,5,1,3,1,2,1,2,6,13,2,2,4
6382,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,3,3,2,1,1,1,1,1,1,0,30,0,1,1,1,1,3,1,3,2,1,1,1,1,1,2,4,2,4,1,1,1,1,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,2,4,0,0,0,0,3,3,1,3,4,4,3,4,3,3,2,3,4,4,3,3,4,4,3,3,4,4,4,4,3,2,4,5,5,5,4,59,2,5,1,3,1,1,1,2,4,13,2,2,4
6383,1,2,1,0,2,2,1,2,2,2,1,2,1,1,3,3,2,3,2,1,1,2,2,2,2,1,1,30,0,2,1,2,1,3,2,1,2,2,2,1,2,2,2,4,2,2,2,2,1,2,2,2,1,3,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,2,1,2,2,2,2,1,2,2,3,3,2,1,2,3,2,2,2,3,3,2,3,2,2,3,4,5,4,57,2,5,1,3,1,2,1,2,9,13,1,1,2
6384,1,2,1,0,2,2,1,3,4,2,3,3,3,3,4,4,3,4,2,2,2,3,2,2,3,1,5,30,0,3,3,2,2,4,3,3,3,2,2,1,2,2,3,4,2,2,1,2,2,2,3,2,1,4,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,3,4,1,3,2,2,2,2,2,2,2,3,4,4,2,2,2,4,2,2,2,3,3,2,3,2,4,4,4,5,4,58,2,4,2,3,1,1,1,1,8,13,1,1,2
6385,2,2,1,0,2,2,1,2,1,1,2,1,1,1,3,3,2,2,1,1,1,2,2,2,2,1,0,25,0,1,1,1,1,3,1,2,2,1,1,1,1,1,2,3,1,2,2,1,1,2,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,2,1,1,2,2,2,1,2,2,3,3,2,1,2,3,2,2,2,3,3,2,2,1,4,3,4,3,4,61,2,11,0,2,1,2,2,2,5,13,1,1,2
6386,1,2,1,0,2,2,1,2,1,2,2,1,1,1,3,3,2,3,2,2,2,2,2,2,2,1,0,30,0,1,1,1,1,3,2,2,2,1,1,1,1,1,3,4,2,1,2,1,1,2,2,1,1,3,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,3,4,4,2,2,1,3,2,2,2,2,3,2,2,1,3,2,3,4,4,62,2,11,0,2,1,2,2,2,5,13,1,1,2
6387,2,1,1,0,2,2,1,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,2,2,4,1,20,30,0,4,4,1,1,4,2,3,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4,2,1,1,1,1,1,1,1,1,3,1,3,3,3,1,3,3,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,3,2,3,3,3,2,3,1,4,4,4,4,2,3,3,1,3,2,3,3,4,4,2,4,3,5,5,4,60,*,*,0,3,1,2,1,2,5,*,2,2,1
6388,1,1,1,0,2,2,1,3,3,2,3,2,2,3,4,4,4,4,3,3,3,3,3,2,2,1,20,30,0,3,3,2,2,4,4,3,3,2,2,1,2,1,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,1,2,3,2,2,2,3,0,0,0,0,0,0,2,0,0,0,0,0,3,4,2,2,3,3,3,2,2,2,2,2,4,4,2,2,2,4,2,3,4,3,4,3,3,2,4,4,5,6,4,60,*,*,0,3,1,2,2,2,9,*,1,1,4
6389,2,2,1,0,2,2,1,2,2,1,1,1,1,1,4,3,2,3,2,2,2,2,1,1,1,1,0,30,0,1,1,1,1,3,2,1,1,1,1,1,1,1,2,4,1,1,2,1,1,1,1,1,1,3,3,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,3,4,2,2,1,2,2,2,2,2,1,2,3,3,2,1,2,2,2,3,2,3,3,2,2,2,3,3,4,4,4,64,2,11,0,1,1,2,2,2,6,13,1,1,2
6390,1,2,1,0,2,2,1,2,1,2,2,1,1,1,3,3,2,3,2,2,2,3,2,2,2,1,1,30,0,2,1,2,1,3,2,2,2,2,2,1,1,1,2,3,2,1,2,1,1,2,1,2,1,3,2,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,3,2,3,3,2,2,2,3,2,3,3,2,2,2,3,3,2,3,4,4,3,3,2,4,5,4,6,4,64,2,5,1,1,1,2,1,2,6,13,2,2,2
6391,2,2,1,0,2,2,1,1,1,1,1,1,1,1,2,2,1,3,2,1,1,3,2,1,3,1,0,25,0,1,1,1,1,3,2,1,2,1,1,1,1,1,2,3,2,1,1,1,1,2,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,2,1,2,2,2,2,2,1,2,3,3,2,2,1,3,2,2,1,3,3,2,3,3,3,4,4,5,4,64,2,11,0,1,1,2,1,2,4,13,2,2,2
6392,1,2,1,0,2,2,1,2,2,2,3,2,2,2,3,3,2,4,3,2,2,3,2,2,3,1,0,30,0,2,1,1,1,3,1,3,1,1,1,1,1,1,2,4,1,1,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,2,2,3,2,2,3,2,2,2,2,3,2,3,2,3,3,2,3,3,3,3,3,2,3,4,4,3,3,61,2,6,0,3,1,2,1,2,5,13,1,2,4
6393,1,2,1,0,2,2,1,2,2,2,1,2,2,2,3,3,2,3,2,2,2,2,2,2,3,1,1,30,0,2,1,2,2,3,2,3,2,2,1,1,2,1,2,3,1,2,1,1,1,2,2,2,1,3,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,0,0,0,0,0,0,2,0,0,0,0,0,4,3,1,2,2,2,1,2,2,2,2,2,3,2,1,2,2,3,2,2,2,3,4,2,2,2,4,3,4,5,4,60,1,5,1,1,1,2,1,2,9,13,1,1,2
6394,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,3,3,2,1,1,1,1,1,1,0,30,0,1,1,1,1,3,1,3,1,1,1,1,1,1,2,4,2,3,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,2,6,0,0,0,0,3,3,2,3,3,4,3,4,3,3,2,3,3,4,3,4,3,3,3,3,3,4,4,3,3,2,6,5,5,4,6,64,2,4,1,2,1,2,1,2,5,13,2,2,2
6395,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,3,2,1,1,2,2,2,2,1,0,30,0,1,1,1,1,3,2,3,2,1,1,1,1,1,2,4,2,1,1,1,1,2,1,1,1,3,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,4,2,2,2,3,1,2,2,2,1,2,3,3,2,1,2,3,2,2,2,3,4,2,2,2,3,4,4,4,3,61,2,4,2,2,1,2,1,2,7,13,1,1,2
6396,1,2,1,0,2,2,1,2,2,1,2,1,1,1,3,3,2,3,2,2,2,3,2,2,2,1,0,30,0,1,1,1,1,3,2,2,1,1,1,1,1,1,2,4,2,2,1,1,1,2,1,1,1,3,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,3,2,3,2,2,2,2,2,2,3,3,2,1,2,3,3,2,3,3,4,3,3,3,4,3,5,5,4,67,2,5,1,1,1,2,1,2,6,13,2,2,2
6397,2,2,1,0,2,2,1,1,1,1,1,1,1,1,4,1,1,3,1,1,1,3,3,3,3,1,0,30,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,2,2,3,2,2,2,2,1,2,4,3,3,4,1,3,3,2,2,3,3,3,3,1,4,4,5,4,4,67,2,6,0,2,1,2,1,2,6,13,2,2,2
6398,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,2,2,3,3,2,2,1,1,1,1,1,0,30,0,1,1,1,1,2,1,2,1,1,1,1,1,1,2,3,2,2,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,6,0,0,0,0,2,2,2,2,3,3,3,2,2,3,2,3,3,3,2,3,2,3,3,2,3,3,4,3,2,2,4,3,3,4,5,68,2,4,1,2,1,1,1,1,4,13,2,2,1
6399,2,2,1,0,2,2,1,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,2,1,3,1,0,28,0,1,1,1,1,2,2,1,2,1,1,1,1,1,2,3,2,1,2,1,1,2,1,1,1,3,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,3,4,3,3,2,4,3,5,5,4,65,2,5,1,1,1,2,1,2,4,13,1,1,2
6400,1,2,1,0,2,2,1,2,2,1,2,1,2,2,4,4,2,3,2,2,2,2,2,2,1,1,0,30,0,1,1,1,1,3,2,1,1,1,1,1,1,1,2,4,2,1,2,1,1,2,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,3,2,1,2,2,2,2,1,2,2,3,3,2,1,2,3,2,3,2,3,4,3,3,2,3,4,5,4,4,73,2,11,0,1,1,2,2,2,5,13,1,1,2
6401,1,2,1,0,2,2,1,1,1,1,1,1,1,1,2,2,1,3,2,1,1,3,2,1,3,1,0,20,0,1,1,1,1,2,2,1,1,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,4,4,1,2,2,3,2,2,2,3,2,2,2,1,2,2,2,3,2,3,3,3,4,3,3,2,3,4,5,4,4,70,2,11,0,1,1,2,1,2,3,13,2,2,2
6402,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,3,4,2,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,2,2,2,3,4,5,4,4,70,2,11,0,1,1,2,1,2,2,13,2,2,2
6403,1,2,1,0,2,2,1,1,1,1,1,1,1,1,2,2,1,3,2,2,2,2,1,2,2,1,0,20,0,1,1,1,1,2,1,2,2,1,1,1,1,1,2,3,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,4,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,3,2,2,2,3,4,3,3,2,3,4,5,4,5,71,2,5,1,1,1,2,1,2,9,13,2,2,2
6404,2,2,2,0,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,2,0,0,0,0,0,0,4,3,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,2,3,3,2,3,2,3,3,4,5,4,79,2,11,0,1,1,2,1,2,2,13,2,2,2
6405,1,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,1,3,2,2,2,1,1,1,1,1,1,30,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,3,2,3,3,3,2,1,2,2,3,2,2,2,2,3,2,2,3,3,4,2,3,1,3,3,4,4,5,58,1,14,0,2,1,1,1,2,3,14,2,2,2
6406,1,2,1,0,2,2,1,2,2,1,1,1,2,2,4,4,2,4,2,2,2,3,2,3,3,1,2,30,0,2,1,1,1,4,2,3,1,1,1,1,1,1,3,4,1,1,1,1,1,3,3,1,1,4,2,1,1,1,1,2,2,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,1,3,2,2,2,3,2,2,2,3,4,4,3,3,3,3,2,2,3,3,4,3,3,2,4,5,5,4,5,56,1,6,0,3,1,1,1,2,5,14,2,2,2
6407,2,2,1,0,2,2,1,1,1,1,1,1,1,1,4,4,2,3,3,3,3,3,2,2,3,1,0,30,0,1,1,1,1,4,2,3,1,1,1,1,1,1,1,4,2,2,2,1,1,2,3,1,1,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,3,2,3,2,2,3,3,2,3,3,3,4,4,3,3,2,3,2,2,3,3,3,2,3,2,4,5,4,3,4,56,1,6,0,2,1,1,1,2,7,14,2,2,2
6408,1,2,1,0,2,2,1,3,3,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,10,30,0,3,2,1,1,3,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,5,0,0,0,0,3,3,2,2,2,2,3,2,2,2,3,3,2,2,3,3,3,2,2,2,3,4,4,3,3,3,4,5,3,5,6,58,1,6,0,3,1,1,1,2,6,14,1,2,2
6409,1,2,1,0,2,2,1,2,2,1,1,1,1,1,3,3,1,4,2,1,3,2,1,1,1,1,10,30,0,3,3,1,1,4,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,5,0,0,0,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,3,3,3,3,3,2,2,2,5,5,5,5,5,59,1,6,0,3,1,1,1,2,7,14,1,2,1
6410,1,2,1,0,2,2,1,4,4,4,3,4,3,3,4,4,4,4,4,3,3,3,3,1,1,1,10,30,0,4,3,2,1,4,3,2,1,3,3,1,1,2,4,4,3,3,3,3,4,4,4,3,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,3,4,1,3,3,4,3,3,3,4,4,3,4,3,4,3,3,4,3,3,4,3,3,3,2,2,4,4,4,5,3,57,1,5,1,3,1,1,2,2,9,14,2,2,2
6411,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,4,3,4,3,3,2,2,3,3,2,1,0,30,0,1,1,1,1,4,1,3,2,1,1,1,1,1,2,4,2,3,2,1,1,2,3,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,0,0,2,3,0,0,0,0,4,3,1,3,4,4,4,3,2,3,3,3,3,4,3,3,4,3,3,4,3,3,4,3,2,3,5,5,6,5,5,59,1,5,1,3,1,1,1,2,7,14,2,2,4
6412,1,2,1,0,2,2,1,1,1,1,1,1,1,1,4,2,1,3,2,2,1,2,1,1,1,1,0,30,0,1,1,1,1,4,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,4,4,1,3,2,2,2,2,2,3,3,3,3,3,2,4,1,4,2,3,3,3,3,3,3,1,5,4,5,5,5,58,1,6,0,3,1,1,1,2,6,14,2,2,1
6413,2,2,1,0,2,2,1,1,1,1,1,1,1,1,3,3,2,3,3,2,1,3,2,2,2,1,0,30,0,1,1,1,1,3,1,3,1,1,1,1,1,1,1,3,1,3,1,1,1,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,3,6,0,0,0,4,3,2,3,3,4,3,2,3,4,3,3,4,4,3,3,4,3,3,3,4,4,4,3,2,3,5,4,5,5,4,58,1,7,0,3,1,1,1,2,9,14,2,2,4
6414,1,2,1,0,2,2,1,2,2,1,1,1,1,1,3,3,1,3,2,2,2,2,1,1,1,1,0,30,0,2,1,1,1,4,2,2,1,1,1,1,1,1,2,4,1,1,1,2,2,2,2,1,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,5,0,0,0,0,4,4,3,2,2,3,2,2,2,2,3,3,3,3,3,2,3,3,3,2,3,3,4,2,3,1,4,4,5,4,6,58,1,6,0,3,1,1,1,2,8,14,2,2,2
